   -1.8266935251        0.0000000000
       -1.7001644523        0.0000000000
       -1.5736353795        0.0000000000
       -1.4471063067        0.0000000000
       -1.3205772338        0.0000000000
       -1.1940481610        0.0000000000
       -1.0675190882        0.0000000000
       -0.9409900154        0.0000000000
       -0.8144609426        0.0000000000
       -0.6879318698        0.0000000000
       -0.5614027970        0.0000000000
       -0.4348737242        0.0000000000
       -0.3083446514        0.0000000000
       -0.1818155786        0.0000000000
       -0.0552865057        0.0000000000
        0.0712425671        0.0000000000
        0.1977716399        0.0000000000
        0.3243007127        0.0002281987
        0.4508297855        0.0009668902
        0.5773588583        0.0019225738
        0.7038879311        0.0030785385
        0.8304170039        0.0044645500
        0.9569460767        0.0061147465
        1.0834751496        0.0080113763
        1.2100042224        0.0102145319
        1.3365332952        0.0127083420
        1.4630623680        0.0155978359
        1.5895914408        0.0187805327
        1.7161205136        0.0223975454
        1.8426495864        0.0265217144
        1.9691786592        0.0310180184
        2.0957077320        0.0361701218
        2.2222368049        0.0418635739
        2.3487658777        0.0483466427
        2.4752949505        0.0556217610
        2.6018240233        0.0636681068
        2.7283530961        0.0730725517
        2.8548821689        0.0835288161
        2.9814112417        0.0952297523
        3.1079403145        0.1090162476
        3.2344693873        0.1248716026
        3.3609984601        0.1433161243
        3.4875275330        0.1650160221
        3.6140566058        0.1910827159
        3.7405856786        0.2230625453
        3.8671147514        0.2634548684
        3.9936438242        0.3197340579
        4.1201728970        0.4419564804
        4.2467019698        0.4766210347
        4.3732310426        0.4994768952
        4.4997601154        0.5240708320
        4.6262891883        0.5500615797
        4.7528182611        0.5774969875
        4.8793473339        0.6082380546
        5.0058764067        0.6418130463
        5.1324054795        0.6783922105
        5.2589345523        0.7194445753
        5.3854636251        0.7650613413
        5.5119926979        0.8147269363
        5.6385217707        0.8613914463
        5.7650508435        0.7610455042
        5.8915799164        0.6570949443
        6.0181089892        0.5965341168
        6.1446380620        0.5581767320
        6.2711671348        0.5288693446
        6.3976962076        0.5026014788
        6.5242252804        0.4783720650
        6.6507543532        0.4450254477
        6.7772834260        0.4277322623
        6.9038124988        0.4329823246
        7.0303415717        0.4360431415
        7.1568706445        0.4350575554
        7.2833997173        0.4286614054
        7.4099287901        0.4155275871
        7.5364578629        0.3989688366
        7.6629869357        0.2500766977
        7.7895160085        0.3480084576
        7.9160450813        0.6121260014
        8.0425741541        0.6954903551
        8.1691032269        0.7809594501
        8.2956322998        0.8675057877
        8.4221613726        0.5914433778
        8.5486904454        0.4688859375
        8.6752195182        0.3828100094
        8.8017485910        0.3091296641
        8.9282776638        0.2387269301
        9.0548067366        0.1573257667
        9.1813358094        0.0763276840
        9.3078648822        0.0422017498
        9.4343939551        0.0000000000
        9.5609230279        0.0000000000
        9.6874521007        0.0000000000
        9.8139811735        0.0000000000
        9.9405102463        0.0000000000
       10.0670393191        0.0000000000
       10.1935683919        0.0000000000
       10.3200974647        0.0000000000
       10.4466265375        0.0000000000
       10.5731556103        0.0000000000
       10.6996846832        0.0000000000
       10.8262137560        0.0000000000
       10.9527428288        0.0000000000
       11.0792719016        0.0000000000
       11.2058009744        0.0000000000
       11.3323300472        0.0000000000
       11.4588591200        0.0000000000
       11.5853881928        0.0000000000
       11.7119172656        0.0000000000
       11.8384463385        0.0000000000
       11.9649754113        0.0000000000
       12.0915044841        0.0000000000
       12.2180335569        0.0000000000
       12.3445626297        0.0000000000
       12.4710917025        0.0000000000
       12.5976207753        0.0000000000
       12.7241498481        0.0000000000
       12.8506789209        0.0000000000
       12.9772079937        0.0000000000
       13.1037370666        0.0000000000
       13.2302661394        0.0000000000
       13.3567952122        0.0000000000
       13.4833242850        0.0000000000
       13.6098533578        0.0000000000
       13.7363824306        0.0000000000
       13.8629115034        0.0000000000
       13.9894405762        0.0000000000
       14.1159696490        0.0000000000
       14.2424987219        0.0000000000
       14.3690277947        0.0000000000
       14.4955568675        0.0000000000
       14.6220859403        0.0000000000
       14.7486150131        0.0000000000
       14.8751440859        0.0000000000
       15.0016731587        0.0000000000
       15.1282022315        0.0000000000
       15.2547313043        0.0000000000
       15.3812603772        0.0000000000
       15.5077894500        0.0000000000
       15.6343185228        0.0000000000
       15.7608475956        0.0000000000
       15.8873766684        0.0000000000
       16.0139057412        0.0000000000
       16.1404348140        0.0000000000
       16.2669638868        0.0000000000
       16.3934929596        0.0000000000
       16.5200220324        0.0000000000
       16.6465511053        0.0000000000
       16.7730801781        0.0000000000
       16.8996092509        0.0000000000
       17.0261383237        0.0000000000
       17.1526673965        0.0000000000
       17.2791964693        0.0000000000
       17.4057255421        0.0000000000
       17.5322546149        0.0000000000
       17.6587836877        0.0000000000
       17.7853127606        0.0000000000
       17.9118418334        0.0000000000
       18.0383709062        0.0000000000
       18.1648999790        0.1972327892
       18.2914290518        1.0460008807
       18.4179581246        1.1212068138
       18.5444871974        2.0302026057
       18.6710162702        1.4588240935
       18.7975453430        1.2429961008
       18.9240744158        1.1245153146
       19.0506034887        1.0520778274
       19.1771325615        1.0052920715
       19.3036616343        0.9747075306
