# LAMMPS data file written by OVITO Basic 3.9.4

8000 atoms
2 atom types

0.0 48.19254 xlo xhi
0.0 48.19254 ylo yhi
0.0 48.19254 zlo zhi

Masses

1 10.811  # B3+
2 74.9216  # As3-

Atoms  # atomic

1 1 1.2048135 1.2048135 1.2048135
2 1 1.2048135 3.6144405 3.6144405
3 1 3.6144405 3.6144405 1.2048135
4 1 3.6144405 1.2048135 3.6144405
5 2 3.5527136788e-15 3.5527136788e-15 3.5527136788e-15
6 2 3.5527136788e-15 2.409627 2.409627
7 2 2.409627 3.5527136788e-15 2.409627
8 2 2.409627 2.409627 3.5527136788e-15
9 1 1.2048135 1.2048135 6.0240675
10 1 1.2048135 3.6144405 8.4336945
11 1 3.6144405 3.6144405 6.0240675
12 1 3.6144405 1.2048135 8.4336945
13 2 3.5527136788e-15 3.5527136788e-15 4.819254
14 2 3.5527136788e-15 2.409627 7.228881
15 2 2.409627 3.5527136788e-15 7.228881
16 2 2.409627 2.409627 4.819254
17 1 1.2048135 1.2048135 10.8433215
18 1 1.2048135 3.6144405 13.2529485
19 1 3.6144405 3.6144405 10.8433215
20 1 3.6144405 1.2048135 13.2529485
21 2 3.5527136788e-15 3.5527136788e-15 9.638508
22 2 3.5527136788e-15 2.409627 12.048135
23 2 2.409627 3.5527136788e-15 12.048135
24 2 2.409627 2.409627 9.638508
25 1 1.2048135 1.2048135 15.6625755
26 1 1.2048135 3.6144405 18.0722025
27 1 3.6144405 3.6144405 15.6625755
28 1 3.6144405 1.2048135 18.0722025
29 2 3.5527136788e-15 3.5527136788e-15 14.457762
30 2 3.5527136788e-15 2.409627 16.867389
31 2 2.409627 3.5527136788e-15 16.867389
32 2 2.409627 2.409627 14.457762
33 1 1.2048135 1.2048135 20.4818295
34 1 1.2048135 3.6144405 22.8914565
35 1 3.6144405 3.6144405 20.4818295
36 1 3.6144405 1.2048135 22.8914565
37 2 3.5527136788e-15 3.5527136788e-15 19.277016
38 2 3.5527136788e-15 2.409627 21.686643
39 2 2.409627 3.5527136788e-15 21.686643
40 2 2.409627 2.409627 19.277016
41 1 1.2048135 1.2048135 25.3010835
42 1 1.2048135 3.6144405 27.7107105
43 1 3.6144405 3.6144405 25.3010835
44 1 3.6144405 1.2048135 27.7107105
45 2 3.5527136788e-15 3.5527136788e-15 24.09627
46 2 3.5527136788e-15 2.409627 26.505897
47 2 2.409627 3.5527136788e-15 26.505897
48 2 2.409627 2.409627 24.09627
49 1 1.2048135 1.2048135 30.1203375
50 1 1.2048135 3.6144405 32.5299645
51 1 3.6144405 3.6144405 30.1203375
52 1 3.6144405 1.2048135 32.5299645
53 2 3.5527136788e-15 3.5527136788e-15 28.915524
54 2 3.5527136788e-15 2.409627 31.325151
55 2 2.409627 3.5527136788e-15 31.325151
56 2 2.409627 2.409627 28.915524
57 1 1.2048135 1.2048135 34.9395915
58 1 1.2048135 3.6144405 37.3492185
59 1 3.6144405 3.6144405 34.9395915
60 1 3.6144405 1.2048135 37.3492185
61 2 3.5527136788e-15 3.5527136788e-15 33.734778
62 2 3.5527136788e-15 2.409627 36.144405
63 2 2.409627 3.5527136788e-15 36.144405
64 2 2.409627 2.409627 33.734778
65 1 1.2048135 1.2048135 39.7588455
66 1 1.2048135 3.6144405 42.1684725
67 1 3.6144405 3.6144405 39.7588455
68 1 3.6144405 1.2048135 42.1684725
69 2 3.5527136788e-15 3.5527136788e-15 38.554032
70 2 3.5527136788e-15 2.409627 40.963659
71 2 2.409627 3.5527136788e-15 40.963659
72 2 2.409627 2.409627 38.554032
73 1 1.2048135 1.2048135 44.5780995
74 1 1.2048135 3.6144405 46.9877265
75 1 3.6144405 3.6144405 44.5780995
76 1 3.6144405 1.2048135 46.9877265
77 2 3.5527136788e-15 3.5527136788e-15 43.373286
78 2 3.5527136788e-15 2.409627 45.782913
79 2 2.409627 3.5527136788e-15 45.782913
80 2 2.409627 2.409627 43.373286
81 1 1.2048135 6.0240675 1.2048135
82 1 1.2048135 8.4336945 3.6144405
83 1 3.6144405 8.4336945 1.2048135
84 1 3.6144405 6.0240675 3.6144405
85 2 3.5527136788e-15 4.819254 3.5527136788e-15
86 2 3.5527136788e-15 7.228881 2.409627
87 2 2.409627 4.819254 2.409627
88 2 2.409627 7.228881 3.5527136788e-15
89 1 1.2048135 6.0240675 6.0240675
90 1 1.2048135 8.4336945 8.4336945
91 1 3.6144405 8.4336945 6.0240675
92 1 3.6144405 6.0240675 8.4336945
93 2 3.5527136788e-15 4.819254 4.819254
94 2 3.5527136788e-15 7.228881 7.228881
95 2 2.409627 4.819254 7.228881
96 2 2.409627 7.228881 4.819254
97 1 1.2048135 6.0240675 10.8433215
98 1 1.2048135 8.4336945 13.2529485
99 1 3.6144405 8.4336945 10.8433215
100 1 3.6144405 6.0240675 13.2529485
101 2 3.5527136788e-15 4.819254 9.638508
102 2 3.5527136788e-15 7.228881 12.048135
103 2 2.409627 4.819254 12.048135
104 2 2.409627 7.228881 9.638508
105 1 1.2048135 6.0240675 15.6625755
106 1 1.2048135 8.4336945 18.0722025
107 1 3.6144405 8.4336945 15.6625755
108 1 3.6144405 6.0240675 18.0722025
109 2 3.5527136788e-15 4.819254 14.457762
110 2 3.5527136788e-15 7.228881 16.867389
111 2 2.409627 4.819254 16.867389
112 2 2.409627 7.228881 14.457762
113 1 1.2048135 6.0240675 20.4818295
114 1 1.2048135 8.4336945 22.8914565
115 1 3.6144405 8.4336945 20.4818295
116 1 3.6144405 6.0240675 22.8914565
117 2 3.5527136788e-15 4.819254 19.277016
118 2 3.5527136788e-15 7.228881 21.686643
119 2 2.409627 4.819254 21.686643
120 2 2.409627 7.228881 19.277016
121 1 1.2048135 6.0240675 25.3010835
122 1 1.2048135 8.4336945 27.7107105
123 1 3.6144405 8.4336945 25.3010835
124 1 3.6144405 6.0240675 27.7107105
125 2 3.5527136788e-15 4.819254 24.09627
126 2 3.5527136788e-15 7.228881 26.505897
127 2 2.409627 4.819254 26.505897
128 2 2.409627 7.228881 24.09627
129 1 1.2048135 6.0240675 30.1203375
130 1 1.2048135 8.4336945 32.5299645
131 1 3.6144405 8.4336945 30.1203375
132 1 3.6144405 6.0240675 32.5299645
133 2 3.5527136788e-15 4.819254 28.915524
134 2 3.5527136788e-15 7.228881 31.325151
135 2 2.409627 4.819254 31.325151
136 2 2.409627 7.228881 28.915524
137 1 1.2048135 6.0240675 34.9395915
138 1 1.2048135 8.4336945 37.3492185
139 1 3.6144405 8.4336945 34.9395915
140 1 3.6144405 6.0240675 37.3492185
141 2 3.5527136788e-15 4.819254 33.734778
142 2 3.5527136788e-15 7.228881 36.144405
143 2 2.409627 4.819254 36.144405
144 2 2.409627 7.228881 33.734778
145 1 1.2048135 6.0240675 39.7588455
146 1 1.2048135 8.4336945 42.1684725
147 1 3.6144405 8.4336945 39.7588455
148 1 3.6144405 6.0240675 42.1684725
149 2 3.5527136788e-15 4.819254 38.554032
150 2 3.5527136788e-15 7.228881 40.963659
151 2 2.409627 4.819254 40.963659
152 2 2.409627 7.228881 38.554032
153 1 1.2048135 6.0240675 44.5780995
154 1 1.2048135 8.4336945 46.9877265
155 1 3.6144405 8.4336945 44.5780995
156 1 3.6144405 6.0240675 46.9877265
157 2 3.5527136788e-15 4.819254 43.373286
158 2 3.5527136788e-15 7.228881 45.782913
159 2 2.409627 4.819254 45.782913
160 2 2.409627 7.228881 43.373286
161 1 1.2048135 10.8433215 1.2048135
162 1 1.2048135 13.2529485 3.6144405
163 1 3.6144405 13.2529485 1.2048135
164 1 3.6144405 10.8433215 3.6144405
165 2 3.5527136788e-15 9.638508 3.5527136788e-15
166 2 3.5527136788e-15 12.048135 2.409627
167 2 2.409627 9.638508 2.409627
168 2 2.409627 12.048135 3.5527136788e-15
169 1 1.2048135 10.8433215 6.0240675
170 1 1.2048135 13.2529485 8.4336945
171 1 3.6144405 13.2529485 6.0240675
172 1 3.6144405 10.8433215 8.4336945
173 2 3.5527136788e-15 9.638508 4.819254
174 2 3.5527136788e-15 12.048135 7.228881
175 2 2.409627 9.638508 7.228881
176 2 2.409627 12.048135 4.819254
177 1 1.2048135 10.8433215 10.8433215
178 1 1.2048135 13.2529485 13.2529485
179 1 3.6144405 13.2529485 10.8433215
180 1 3.6144405 10.8433215 13.2529485
181 2 3.5527136788e-15 9.638508 9.638508
182 2 3.5527136788e-15 12.048135 12.048135
183 2 2.409627 9.638508 12.048135
184 2 2.409627 12.048135 9.638508
185 1 1.2048135 10.8433215 15.6625755
186 1 1.2048135 13.2529485 18.0722025
187 1 3.6144405 13.2529485 15.6625755
188 1 3.6144405 10.8433215 18.0722025
189 2 3.5527136788e-15 9.638508 14.457762
190 2 3.5527136788e-15 12.048135 16.867389
191 2 2.409627 9.638508 16.867389
192 2 2.409627 12.048135 14.457762
193 1 1.2048135 10.8433215 20.4818295
194 1 1.2048135 13.2529485 22.8914565
195 1 3.6144405 13.2529485 20.4818295
196 1 3.6144405 10.8433215 22.8914565
197 2 3.5527136788e-15 9.638508 19.277016
198 2 3.5527136788e-15 12.048135 21.686643
199 2 2.409627 9.638508 21.686643
200 2 2.409627 12.048135 19.277016
201 1 1.2048135 10.8433215 25.3010835
202 1 1.2048135 13.2529485 27.7107105
203 1 3.6144405 13.2529485 25.3010835
204 1 3.6144405 10.8433215 27.7107105
205 2 3.5527136788e-15 9.638508 24.09627
206 2 3.5527136788e-15 12.048135 26.505897
207 2 2.409627 9.638508 26.505897
208 2 2.409627 12.048135 24.09627
209 1 1.2048135 10.8433215 30.1203375
210 1 1.2048135 13.2529485 32.5299645
211 1 3.6144405 13.2529485 30.1203375
212 1 3.6144405 10.8433215 32.5299645
213 2 3.5527136788e-15 9.638508 28.915524
214 2 3.5527136788e-15 12.048135 31.325151
