0.106103348	0.000219233	0.000163494	0.000497996	0.000394598	0.000349724	0.000165994	0.000511325	0.000382811
0.21220606	0.000215258	0.000176109	0.000452693	0.000360493	0.000406427	0.000187855	0.000522669	0.000366018
0.318309886	0.00022011	0.000203006	0.000402993	0.000322457	0.000507894	0.000229713	0.000569976	0.000355498
0.424413712	0.000246392	0.00025045	0.000376918	0.000301269	0.000661732	0.000296739	0.000686284	0.000369477
0.530515946	0.000304655	0.000323603	0.000397603	0.000314731	0.000875525	0.000392301	0.000903661	0.000421995
0.636619772	0.000400243	0.000425354	0.00047656	0.000372724	0.001157807	0.000517363	0.001247355	0.000519129
0.742723598	0.000532708	0.00055649	0.00061263	0.000476047	0.001521231	0.000671716	0.001734236	0.000659798
0.848825833	0.000697764	0.000716758	0.000796027	0.000618812	0.001985405	0.000855996	0.002374076	0.00083993
0.954929659	0.000890568	0.000906052	0.001014685	0.000792752	0.002576149	0.001073079	0.003170795	0.001057186
1.061033484	0.001108564	0.001125244	0.001259717	0.000991514	0.003319188	0.001328051	0.004121743	0.001313748
1.167135719	0.001352406	0.001376701	0.001528021	0.001213591	0.004229861	0.001627164	0.005215156	0.001616399
1.273239545	0.001624628	0.001664762	0.00182185	0.001463377	0.005303872	0.001976909	0.006427944	0.001974878
1.379343371	0.001926977	0.00199609	0.00214652	0.001750393	0.006515146	0.002383977	0.007726024	0.00240005
1.485445605	0.002258209	0.002379391	0.002507718	0.002086792	0.007824667	0.002855814	0.009067858	0.002902567
1.591549431	0.002613859	0.002823366	0.002909365	0.002483338	0.009197983	0.003399955	0.010410045	0.003491051
1.697658031	0.002988668	0.00333242	0.003352552	0.002944292	0.010623604	0.00402041	0.011712569	0.00416811
1.803750717	0.003380432	0.003900861	0.003835625	0.003462506	0.012121045	0.004710894	0.012942465	0.004923726
1.909859317	0.003793204	0.004508137	0.004355389	0.004016911	0.013731569	0.005447635	0.014075521	0.005728568
2.015967918	0.004237676	0.00511909	0.004909224	0.004574967	0.015492059	0.006187489	0.015097569	0.006532796
2.122060603	0.004728217	0.005692856	0.005497515	0.005102025	0.017402604	0.006877479	0.016006319	0.007277013
2.228169203	0.005277889	0.006201183	0.006125536	0.005576991	0.019404253	0.007478196	0.0168125	0.007917765
2.334277804	0.005894462	0.006651643	0.006803586	0.006010212	0.021380646	0.007995679	0.017539722	0.00846215
2.440370489	0.006579988	0.007105782	0.007545516	0.006455749	0.023186632	0.008507925	0.01822	0.008996205
2.546479089	0.007334407	0.007679686	0.008365677	0.007009191	0.024695479	0.009167863	0.018885764	0.009687453
2.65258769	0.008161352	0.008518048	0.009275945	0.007785421	0.025843715	0.010169436	0.01956125	0.010747416
2.758680375	0.009071701	0.009743818	0.010283755	0.00887881	0.026654132	0.011679085	0.020255521	0.012356601
2.864788976	0.010082713	0.011399267	0.011391865	0.010318791	0.027225903	0.013754406	0.020961493	0.014576365
2.970897576	0.011211979	0.013404998	0.012599851	0.012040284	0.027695417	0.016286903	0.021660278	0.017286933
3.076990261	0.012469792	0.015561456	0.013906002	0.013888297	0.028184514	0.019002663	0.022328611	0.020189811
3.183098862	0.013854812	0.017603073	0.01530935	0.015662175	0.028759063	0.021534826	0.022945764	0.022887125
3.289207462	0.015355853	0.019289913	0.016810094	0.01718752	0.029412361	0.023546885	0.023496285	0.025015127
3.395300147	0.016958581	0.020498951	0.018408457	0.018386267	0.030078715	0.024855574	0.023969375	0.026376645
3.501408748	0.018652579	0.021272921	0.020100719	0.019311639	0.030666771	0.025497131	0.024356215	0.027010977
3.607517349	0.020432416	0.021798184	0.021873462	0.020126378	0.031095313	0.025699663	0.024647674	0.027162221
3.713610034	0.022290203	0.022318191	0.023696751	0.021030393	0.031318646	0.025771704	0.024835243	0.027158814
3.819718634	0.024201835	0.023019465	0.025519444	0.022167352	0.03133191	0.02595621	0.024913194	0.027257323
3.925827235	0.026115799	0.023945532	0.027269717	0.023554829	0.031161597	0.026322582	0.024881146	0.027528745
4.03191992	0.027951984	0.024979349	0.02886374	0.025071139	0.030848819	0.026747392	0.024744757	0.027841146
4.13802852	0.029615278	0.02590276	0.030221106	0.026506236	0.030435208	0.026992134	0.024514653	0.027945486
4.244137121	0.031020511	0.026502833	0.031282937	0.027651915	0.029956667	0.026836024	0.024204306	0.027616957
4.350229806	0.032118626	0.026671467	0.03202619	0.028389464	0.029443438	0.026194059	0.023829826	0.026779005
4.456338407	0.032912649	0.02645163	0.032467287	0.028734101	0.028922153	0.02516252	0.023410972	0.025546319
4.562447007	0.033455456	0.026012363	0.032653894	0.028820908	0.028416632	0.023973988	0.022973021	0.024172182
4.668539692	0.033829663	0.025570758	0.032647644	0.02884376	0.027944722	0.02289101	0.022546875	0.022933156
4.774648293	0.034117956	0.025302958	0.032504812	0.02897883	0.027513854	0.022096484	0.022165278	0.02201346
4.880756893	0.034375372	0.025285234	0.032264063	0.029326056	0.027119132	0.02163351	0.021855903	0.021446092
4.986849578	0.034613765	0.025485348	0.031944122	0.029887388	0.026745069	0.021416219	0.021632708	0.021131032
5.092958179	0.034803249	0.025796639	0.031551141	0.030579856	0.026372535	0.021294645	0.021490972	0.020908496
5.19906678	0.034887649	0.026089677	0.031089608	0.031268749	0.025987326	0.021132528	0.021408229	0.020643384
5.305159465	0.034807267	0.026254884	0.030570188	0.031805118	0.025587257	0.020859173	0.021351389	0.020277076
