0.106103348	0.000103398	0.000162205	5.57E-05	0.00018373
0.21220606	9.22E-05	0.000202784	3.91E-05	0.000218571
0.318309886	8.05E-05	0.00028355	1.71E-05	0.000278181
0.424413712	7.56E-05	0.000421888	-4.06E-06	0.000364993
0.530515946	8.29E-05	0.000637776	-1.89E-05	0.000483224
0.636619772	0.000103836	0.000950058	-2.51E-05	0.000640443
0.742723598	0.000136583	0.001372396	-2.38E-05	0.000849515
0.848825833	0.000177215	0.001909465	-1.90E-05	0.001129409
0.954929659	0.000221933	0.002554005	-1.55E-05	0.00150307
1.061033484	0.000268203	0.003285592	-1.67E-05	0.001991137
1.167135719	0.00031443	0.00407174	-2.43E-05	0.002602697
1.273239545	0.000358473	0.004871883	-4.01E-05	0.003326963
1.379343371	0.000396128	0.005643933	-6.91E-05	0.004131169
1.485445605	0.000420926	0.006352656	-0.000121182	0.004968852
1.591549431	0.000426027	0.006978706	-0.000209507	0.005798028
1.697658031	0.00040826	0.007526932	-0.000343752	0.006603195
1.803750717	0.000373119	0.0080315	-0.000520429	0.007410151
1.909859317	0.000338478	0.008555189	-0.000714933	0.008283935
2.015967918	0.000334257	0.009178419	-0.000881414	0.00930457
2.122060603	0.00039549	0.009975904	-0.000964639	0.010525125
2.228169203	0.000548544	0.010980985	-0.000923293	0.011926058
2.334277804	0.000793374	0.012148198	-0.000757181	0.013384966
2.440370489	0.001089767	0.01332883	-0.000525794	0.014678706
2.546479089	0.001356486	0.014280324	-0.000345279	0.015527616
2.65258769	0.001490524	0.014719285	-0.000356696	0.015674279
2.758680375	0.001404945	0.014412218	-0.000672116	0.014975047
2.864788976	0.001073074	0.013273635	-0.001316554	0.013471496
2.970897576	0.000559567	0.011428761	-0.002193019	0.011408514
3.076990261	1.77E-05	0.009202203	-0.003091664	0.00918185
3.183098862	-0.000352825	0.007023222	-0.003748261	0.007224236
3.289207462	-0.000377426	0.005277234	-0.003934059	0.005865476
3.395300147	2.22E-05	0.004165196	-0.00354037	0.005223141
3.501408748	0.00078908	0.003636142	-0.002620341	0.00516964
3.607517349	0.001747084	0.003430175	-0.001365768	0.00539565
3.713610034	0.002666358	0.003213096	-2.80E-05	0.005546942
3.819718634	0.003352092	0.002741844	0.00118237	0.0053757
3.925827235	0.003714888	0.001978165	0.002170266	0.004839015
4.03191992	0.003792601	0.00109618	0.002972635	0.004101427
4.13802852	0.00371487	0.000382639	0.003712518	0.003443074
4.244137121	0.003631021	8.44E-05	0.004517678	0.003120643
4.350229806	0.003636727	0.000282002	0.005447159	0.003249379
4.456338407	0.003733185	0.000852605	0.006461019	0.003759633
4.562447007	0.003832986	0.001534693	0.007443093	0.004442644
4.668539692	0.003803884	0.002054101	0.008258905	0.005053712
4.774648293	0.003525981	0.002243936	0.008814998	0.00541737
4.880756893	0.002938007	0.00210047	0.009090138	0.005485622
4.986849578	0.002056734	0.001756052	0.009128417	0.005328851
5.092958179	0.000971285	0.001395844	0.00900661	0.00507789
5.19906678	-0.000179141	0.001166963	0.008797972	0.004854799
5.305159465	-0.001234929	0.001125945	0.008552383	0.004728084
5.411268065	-0.002045182	0.001239962	0.008297863	0.004707967
5.517376666	-0.002494206	0.001428863	0.008054736	0.004771673
5.623469351	-0.002524926	0.001616281	0.007847765	0.004894979
5.729577951	-0.00214935	0.001762241	0.007707429	0.005070903
5.835686552	-0.001445857	0.001866507	0.007660373	0.005307254
5.941779237	-0.000536364	0.001950448	0.007715415	0.00560987
6.047887837	0.000446867	0.002034589	0.007855803	0.005966608
6.153996438	0.001393263	0.002125197	0.008040576	0.006342849
6.260089123	0.00223191	0.00221471	0.008213412	0.006687783
6.366197724	0.002929181	0.002290556	0.008316448	0.006950142
6.472306324	0.003473103	0.002344192	0.008304449	0.007091163
6.578399009	0.003858167	0.002374404	0.008159751	0.007092316
6.68450761	0.004084333	0.002386654	0.007905967	0.006957542
6.79061621	0.00417004	0.002390348	0.007615261	0.006709529
6.896708895	0.004169124	0.002399145	0.007401876	0.006386932
7.002817496	0.004172567	0.002433517	0.00739428	0.006039007
7.108926097	0.004282194	0.002522347	0.007687876	0.005718863
